sample	chr	startpos	endpos	nMajor	nMinor
TCGA-D3-A3CB	1	61735	249224388	2	0
TCGA-D3-A3CB	2	12784	227066	3	0
TCGA-D3-A3CB	2	227201	234221687	2	1
TCGA-D3-A3CB	2	234221935	243089456	1	0
TCGA-D3-A3CB	3	60345	197896118	2	1
TCGA-D3-A3CB	4	12281	191027923	1	1
TCGA-D3-A3CB	5	15532	180790320	2	0
TCGA-D3-A3CB	6	149661	57249219	2	1
TCGA-D3-A3CB	6	57250388	171051005	1	1
TCGA-D3-A3CB	7	43259	159127004	4	1
TCGA-D3-A3CB	8	31254	47489516	2	0
TCGA-D3-A3CB	8	47489591	67066780	3	2
TCGA-D3-A3CB	8	67067102	146298155	4	1
TCGA-D3-A3CB	9	46587	5439946	2	0
TCGA-D3-A3CB	9	5441698	22118857	1	0
TCGA-D3-A3CB	9	22119128	34997569	2	0
TCGA-D3-A3CB	9	34999193	141091394	1	1
TCGA-D3-A3CB	10	72759	135506704	1	1
TCGA-D3-A3CB	11	198572	134944770	2	1
TCGA-D3-A3CB	12	150442	133778189	1	1
TCGA-D3-A3CB	13	19026949	115108397	1	1
TCGA-D3-A3CB	14	19002124	22466884	1	1
TCGA-D3-A3CB	14	22473194	22965174	3	2
TCGA-D3-A3CB	14	22965189	107285437	1	1
TCGA-D3-A3CB	15	20016328	102469040	2	2
TCGA-D3-A3CB	16	60777	90287535	1	1
TCGA-D3-A3CB	17	526	81049726	1	1
TCGA-D3-A3CB	18	48133	18611954	1	0
TCGA-D3-A3CB	18	18616177	78015057	1	1
TCGA-D3-A3CB	19	90910	59097854	1	1
TCGA-D3-A3CB	20	61305	62956153	2	2
TCGA-D3-A3CB	21	10736871	48096957	2	1
TCGA-D3-A3CB	22	16052528	51234455	1	1
TCGA-D3-A3CB	X	168477	2693624	3	1
TCGA-D3-A3CB	X	2694240	87405779	2	0
TCGA-D3-A3CB	X	87406091	87475935	0	0
TCGA-D3-A3CB	X	87477904	155233846	2	0
