sample	chr	startpos	endpos	nMajor	nMinor
TCGA-2F-A9KP	1	61735	12862337	4	2
TCGA-2F-A9KP	1	12867090	15367812	6	2
TCGA-2F-A9KP	1	15373038	24728629	3	2
TCGA-2F-A9KP	1	24731753	27167435	8	2
TCGA-2F-A9KP	1	27170886	29106967	2	1
TCGA-2F-A9KP	1	29108979	30655527	8	2
TCGA-2F-A9KP	1	30658606	31503875	2	1
TCGA-2F-A9KP	1	31505602	31883475	3	1
TCGA-2F-A9KP	1	31884180	36643077	2	1
TCGA-2F-A9KP	1	36643162	39184365	3	2
TCGA-2F-A9KP	1	39186794	39361569	2	1
TCGA-2F-A9KP	1	39364107	41139584	9	2
TCGA-2F-A9KP	1	41140985	41673446	3	2
TCGA-2F-A9KP	1	41678057	41967872	2	1
TCGA-2F-A9KP	1	41969327	42472545	10	2
TCGA-2F-A9KP	1	42473257	44250721	8	2
TCGA-2F-A9KP	1	44252546	46850557	4	2
TCGA-2F-A9KP	1	46858734	51147338	2	2
TCGA-2F-A9KP	1	51149663	51932671	4	2
TCGA-2F-A9KP	1	51933374	117661707	2	2
TCGA-2F-A9KP	1	117666591	117946173	3	2
TCGA-2F-A9KP	1	117947364	121482979	2	2
TCGA-2F-A9KP	1	144007049	160714349	3	2
TCGA-2F-A9KP	1	160718286	160916927	4	3
TCGA-2F-A9KP	1	160917995	161281368	8	3
TCGA-2F-A9KP	1	161281923	163762232	3	2
TCGA-2F-A9KP	1	163764928	164873238	3	3
TCGA-2F-A9KP	1	164873328	180176991	3	2
TCGA-2F-A9KP	1	180180068	180921903	5	2
TCGA-2F-A9KP	1	180930334	201974814	3	2
TCGA-2F-A9KP	1	201976480	202152129	6	2
TCGA-2F-A9KP	1	202153261	207196337	2	2
TCGA-2F-A9KP	1	207197666	249224388	3	2
TCGA-2F-A9KP	2	12784	28471893	2	2
TCGA-2F-A9KP	2	28474323	28952773	4	2
TCGA-2F-A9KP	2	28954585	115176707	2	2
TCGA-2F-A9KP	2	115178066	118396111	3	2
TCGA-2F-A9KP	2	118396192	155028559	2	2
TCGA-2F-A9KP	2	155033897	155268255	2	1
TCGA-2F-A9KP	2	155268331	199146278	2	2
TCGA-2F-A9KP	2	199148243	200190804	2	1
TCGA-2F-A9KP	2	200192342	200633712	3	3
TCGA-2F-A9KP	2	200633829	202836431	2	1
TCGA-2F-A9KP	2	202836947	203199228	3	2
TCGA-2F-A9KP	2	203202958	243089456	2	0
TCGA-2F-A9KP	3	60345	11890647	4	2
