sample	chr	startpos	endpos	nMajor	nMinor
TCGA-GC-A3WC-b	1	61735	119067980	1	1
TCGA-GC-A3WC-b	1	119068257	120129560	2	0
TCGA-GC-A3WC-b	1	120129565	121482979	1	1
TCGA-GC-A3WC-b	1	144007049	160465351	2	1
TCGA-GC-A3WC-b	1	160466356	161202473	3	0
TCGA-GC-A3WC-b	1	161202556	249224388	2	1
TCGA-GC-A3WC-b	2	12784	204033851	1	1
TCGA-GC-A3WC-b	2	204034727	243089456	1	0
TCGA-GC-A3WC-b	3	60345	90502862	1	0
TCGA-GC-A3WC-b	3	93519478	197896118	3	0
TCGA-GC-A3WC-b	4	12281	9946163	1	1
TCGA-GC-A3WC-b	4	9947121	10441426	2	0
TCGA-GC-A3WC-b	4	10442122	32799359	1	1
TCGA-GC-A3WC-b	4	32799546	34940874	2	0
TCGA-GC-A3WC-b	4	34941651	66454544	1	1
TCGA-GC-A3WC-b	4	66456092	67272546	4	1
TCGA-GC-A3WC-b	4	67273043	71527714	2	1
TCGA-GC-A3WC-b	4	71528309	81619677	3	1
TCGA-GC-A3WC-b	4	81620340	82453739	1	1
TCGA-GC-A3WC-b	4	82454334	87466673	2	1
TCGA-GC-A3WC-b	4	87471643	93566850	3	0
TCGA-GC-A3WC-b	4	93569306	191027923	1	0
TCGA-GC-A3WC-b	5	15532	180790320	1	1
TCGA-GC-A3WC-b	6	149661	171051005	1	1
TCGA-GC-A3WC-b	7	43259	159127004	1	1
TCGA-GC-A3WC-b	8	31254	3277393	1	0
TCGA-GC-A3WC-b	8	3277672	3725495	0	0
TCGA-GC-A3WC-b	8	3726055	46941363	1	0
TCGA-GC-A3WC-b	8	46943084	146298155	2	1
TCGA-GC-A3WC-b	9	46587	47217176	1	1
TCGA-GC-A3WC-b	9	65616971	89725269	2	1
TCGA-GC-A3WC-b	9	89729278	141091394	3	1
TCGA-GC-A3WC-b	10	72759	26028530	1	1
TCGA-GC-A3WC-b	10	26029014	135506704	1	0
TCGA-GC-A3WC-b	11	198572	134944770	1	1
TCGA-GC-A3WC-b	12	150442	133778189	1	1
TCGA-GC-A3WC-b	13	19026949	30238748	1	1
TCGA-GC-A3WC-b	13	30245791	34118027	2	1
TCGA-GC-A3WC-b	13	34118149	34614173	3	0
TCGA-GC-A3WC-b	13	34615587	115108397	2	1
TCGA-GC-A3WC-b	14	19002124	107285437	1	1
TCGA-GC-A3WC-b	15	20016328	22752520	2	0
TCGA-GC-A3WC-b	15	22752709	101992469	1	1
TCGA-GC-A3WC-b	15	101993404	102469040	3	1
TCGA-GC-A3WC-b	16	60777	35283226	1	1
TCGA-GC-A3WC-b	16	46463782	48908182	2	0
TCGA-GC-A3WC-b	16	48910263	90287535	1	1
TCGA-GC-A3WC-b	17	526	81049726	1	1
TCGA-GC-A3WC-b	18	48133	78015057	1	1
TCGA-GC-A3WC-b	19	90910	22427987	1	1
TCGA-GC-A3WC-b	19	22428809	28424257	2	0
TCGA-GC-A3WC-b	19	28424632	59097854	1	1
TCGA-GC-A3WC-b	20	61305	62956153	1	1
TCGA-GC-A3WC-b	21	10736871	21070565	1	1
TCGA-GC-A3WC-b	21	21071070	24827179	3	1
TCGA-GC-A3WC-b	21	24827438	37211405	2	1
TCGA-GC-A3WC-b	21	37212030	38575195	4	1
TCGA-GC-A3WC-b	21	38579419	38613487	2	0
TCGA-GC-A3WC-b	21	38622083	48096957	1	0
TCGA-GC-A3WC-b	22	16052528	51234455	1	1
TCGA-GC-A3WC-b	X	168477	103007196	1	1
TCGA-GC-A3WC-b	X	103007299	105183111	2	0
TCGA-GC-A3WC-b	X	105184469	153605891	1	1
TCGA-GC-A3WC-b	X	153605907	155233846	2	0
