sample	chr	startpos	endpos	nMajor	nMinor
TCGA-J4-AATV	1	61735	249224388	1	1
TCGA-J4-AATV	2	12784	243089456	1	1
TCGA-J4-AATV	3	60345	197896118	1	1
TCGA-J4-AATV	4	12281	191027923	1	1
TCGA-J4-AATV	5	15532	180790320	1	1
TCGA-J4-AATV	6	149661	171051005	1	1
TCGA-J4-AATV	7	43259	159127004	1	1
TCGA-J4-AATV	8	31254	146298155	1	1
TCGA-J4-AATV	9	46587	141091394	1	1
TCGA-J4-AATV	10	72759	135506704	1	1
TCGA-J4-AATV	11	198572	134944770	1	1
TCGA-J4-AATV	12	150442	133778189	1	1
TCGA-J4-AATV	13	19026949	115108397	1	1
TCGA-J4-AATV	14	19002124	107285437	1	1
TCGA-J4-AATV	15	20016328	102469040	1	1
TCGA-J4-AATV	16	60777	90287535	1	1
TCGA-J4-AATV	17	526	81049726	1	1
TCGA-J4-AATV	18	48133	78015057	1	1
TCGA-J4-AATV	19	90910	59097854	1	1
TCGA-J4-AATV	20	61305	62956153	1	1
TCGA-J4-AATV	21	10736871	48096957	1	1
TCGA-J4-AATV	22	16052528	51234455	1	1
TCGA-J4-AATV	X	168477	2703391	1	1
TCGA-J4-AATV	X	2703633	155233846	1	0
