sample	chr	startpos	endpos	nMajor	nMinor
TCGA-ET-A3BV	1	61735	249224388	1	1
TCGA-ET-A3BV	2	12784	243089456	1	1
TCGA-ET-A3BV	3	60345	197896118	1	1
TCGA-ET-A3BV	4	12281	191027923	1	1
TCGA-ET-A3BV	5	15532	180790320	1	1
TCGA-ET-A3BV	6	149661	171051005	1	1
TCGA-ET-A3BV	7	43259	38294101	1	1
TCGA-ET-A3BV	7	38294996	38362072	2	1
TCGA-ET-A3BV	7	38366512	159127004	1	1
TCGA-ET-A3BV	8	31254	146298155	1	1
TCGA-ET-A3BV	9	46587	141091394	1	1
TCGA-ET-A3BV	10	72759	135506704	1	1
TCGA-ET-A3BV	11	198572	134944770	1	1
TCGA-ET-A3BV	12	150442	133778189	1	1
TCGA-ET-A3BV	13	19026949	115108397	1	1
TCGA-ET-A3BV	14	19002124	22500470	1	1
TCGA-ET-A3BV	14	22505320	22965174	2	1
TCGA-ET-A3BV	14	22965189	107285437	1	1
TCGA-ET-A3BV	15	20016328	102469040	1	1
TCGA-ET-A3BV	16	60777	90287535	1	1
TCGA-ET-A3BV	17	526	81049726	1	1
TCGA-ET-A3BV	18	48133	78015057	1	1
TCGA-ET-A3BV	19	90910	59097854	1	1
TCGA-ET-A3BV	20	61305	62956153	1	1
TCGA-ET-A3BV	21	10736871	48096957	1	1
TCGA-ET-A3BV	22	16052528	51234455	1	1
TCGA-ET-A3BV	X	168477	155233846	1	1
