sample	chr	startpos	endpos	nMajor	nMinor
TCGA-HD-8634	1	61735	121482979	2	1
TCGA-HD-8634	1	144007049	249224388	2	2
TCGA-HD-8634	2	12784	95615633	2	2
TCGA-HD-8634	2	95619268	243089456	3	0
TCGA-HD-8634	3	60345	93557881	2	1
TCGA-HD-8634	3	93558926	197896118	3	2
TCGA-HD-8634	4	12281	49119091	3	2
TCGA-HD-8634	4	49143263	75728089	3	3
TCGA-HD-8634	4	75732951	191027923	2	1
TCGA-HD-8634	5	15532	50288106	2	1
TCGA-HD-8634	5	50288837	180790320	3	2
TCGA-HD-8634	6	149661	42401626	5	0
TCGA-HD-8634	6	42403022	61962715	3	2
TCGA-HD-8634	6	61963621	171051005	2	1
TCGA-HD-8634	7	43259	61850293	4	3
TCGA-HD-8634	7	61850588	159127004	2	2
TCGA-HD-8634	8	31254	43786802	2	2
TCGA-HD-8634	8	43824048	146298155	7	2
TCGA-HD-8634	9	46587	21151122	7	2
TCGA-HD-8634	9	21151553	27000132	2	0
TCGA-HD-8634	9	27001003	27047281	6	3
TCGA-HD-8634	9	27047460	47217176	7	2
TCGA-HD-8634	9	65616971	141091394	2	2
TCGA-HD-8634	10	72759	42850859	2	1
TCGA-HD-8634	10	42853051	135243117	2	2
TCGA-HD-8634	10	135245779	135506704	4	1
TCGA-HD-8634	11	198572	134944770	2	2
TCGA-HD-8634	12	150442	133778189	2	2
TCGA-HD-8634	13	19026949	115108397	2	2
TCGA-HD-8634	14	19002124	107285437	3	2
TCGA-HD-8634	15	20016328	102469040	2	2
TCGA-HD-8634	16	60777	35283226	2	2
TCGA-HD-8634	16	46463782	90287535	3	2
TCGA-HD-8634	17	526	9618383	4	0
TCGA-HD-8634	17	9619802	21987558	2	2
TCGA-HD-8634	17	21989345	81049726	2	1
TCGA-HD-8634	18	48133	78015057	2	2
TCGA-HD-8634	19	90910	23814464	2	2
TCGA-HD-8634	19	23821534	59097854	2	1
TCGA-HD-8634	20	61305	62956153	2	2
TCGA-HD-8634	21	10736871	48096957	2	1
TCGA-HD-8634	22	16052528	51234455	5	1
TCGA-HD-8634	X	168477	33246352	2	1
TCGA-HD-8634	X	33246670	35413861	2	2
TCGA-HD-8634	X	35414467	62263192	2	1
TCGA-HD-8634	X	62263294	155233846	2	2
